slug,window_text,first_quote_ts,close_ts_utc,quote_count_total,quote_count_first2m,target_price,price_after_2m,final_price_last,btc_move_2m,btc_return_bps_2m,mid_up_prob_open,mid_up_prob_2m,mid_up_prob_change_2m,buy_up_price_2m,buy_down_price_2m,buy_up_size_2m,buy_down_size_2m,sell_up_size_2m,sell_down_size_2m,size_imbalance_updown_2m,depth_imbalance_updown_2m,spread_up_median_first2m,spread_down_median_first2m,overround_median_first2m,trade_count_sum_first2m,trade_volume_sum_first2m,outcome_up,realized_pnl_buy_up_from_2m,realized_pnl_buy_down_from_2m
btc-updown-5m-1777203900,19:45-19:50,2026-04-26 11:45:01+00:00,2026-04-26 11:45:00+00:00,159,64,78109.29,78089.99,78121.28,-19.29999999998836,-2.4708968677078436,0.485,0.225,-0.26,0.23,0.78,54.75,413.26,402.55,54.75,-0.7660306403709323,-0.07463396689942615,1.0,1.0,0.0,,,1.0,0.76,-0.79
btc-updown-5m-1777204200,19:50-19:55,2026-04-26 11:50:01+00:00,2026-04-26 11:50:00+00:00,159,65,78121.29,78148.72,78137.98,27.430000000007567,3.5112067401866467,0.515,0.895,0.38,0.9,0.11,241.5,467.31,457.31,231.5,-0.3185762051889787,-0.009903497655372242,1.0,1.0,0.0,,,1.0,0.08999999999999998,-0.12
btc-updown-5m-1777204500,19:55-20:00,2026-04-26 11:55:00+00:00,2026-04-26 11:55:00+00:00,159,64,78137.97,78140.84,78118.01,2.8699999999953434,0.3672990224848871,0.485,0.585,0.09999999999999998,0.59,0.42,394.75,138.42,132.42,390.75,0.4807659845827786,0.044633750338252794,1.0,1.0,0.0,,,0.0,-0.6,0.5700000000000001
btc-updown-5m-1777204800,20:00-20:05,2026-04-26 12:00:02+00:00,2026-04-26 12:00:00+00:00,157,64,78120.83,78113.96,78090.24,-6.869999999995343,-0.879406939224192,0.49,0.345,-0.14500000000000002,0.35,0.66,48.99,263.02,274.37,48.99,-0.6859716034742476,-0.005219578764457268,1.0,1.0,0.0,,,0.0,-0.36,0.32999999999999996
btc-updown-5m-1777205100,20:05-20:10,2026-04-26 12:05:01+00:00,2026-04-26 12:05:00+00:00,159,64,78090.23,78105.0,78077.06,14.770000000004075,1.8914017797109928,0.52,0.755,0.235,0.76,0.25,59.23,205.81,124.72,21.0,-0.5530485964382734,-0.025042387638517957,1.0,1.0,0.0,,,0.0,-0.77,0.74
btc-updown-5m-1777205400,20:10-20:15,2026-04-26 12:10:01+00:00,2026-04-26 12:10:00+00:00,158,64,78077.06,78044.31,78010.39,-32.75,-4.1945739247866145,0.51,0.125,-0.385,0.13,0.88,332.85,280.77,270.77,319.85,0.0848733744010952,0.02402134570995268,1.0,1.0,0.0,,,0.0,-0.14,0.11
btc-updown-5m-1777205700,20:15-20:20,2026-04-26 12:15:00+00:00,2026-04-26 12:15:00+00:00,159,64,78010.38,78014.8,78019.84,4.419999999998254,0.5665912664440621,0.565,0.57,0.0050000000000000044,0.59,0.44,170.64,5.64,5.0,20.0,0.9360108917631043,-0.004784922459132479,1.0,1.0,0.0,,,1.0,0.4,-0.45
btc-updown-5m-1777206000,20:20-20:25,2026-04-26 12:20:01+00:00,2026-04-26 12:20:00+00:00,157,64,78019.84,78031.19,78017.97,11.35000000000582,1.4547581743317881,0.545,0.815,0.2699999999999999,0.82,0.19,102.78,482.85,443.14,102.78,-0.648993391731981,-0.032526240336456055,1.0,1.0,0.0,,,0.0,-0.83,0.8
btc-updown-5m-1777206300,20:25-20:30,2026-04-26 12:25:00+00:00,2026-04-26 12:25:00+00:00,160,65,78017.97,78024.64,77995.91,6.669999999998254,0.8549312421225845,0.515,0.605,0.08999999999999997,0.61,0.4,23.39,1036.65,480.22,5.5,-0.9558695898267989,0.017600360388847408,1.0,1.0,0.0,,,0.0,-0.62,0.59
btc-updown-5m-1777206600,20:30-20:35,2026-04-26 12:30:02+00:00,2026-04-26 12:30:00+00:00,157,64,77995.91,77996.28,77984.54,0.3699999999953434,0.04743838490958607,0.475,0.525,0.050000000000000044,0.53,0.48,186.41,132.33,132.33,219.11,0.1696680680178201,0.011580106493499191,1.0,1.0,0.0,,,0.0,-0.54,0.51
btc-updown-5m-1777206900,20:35-20:40,2026-04-26 12:35:01+00:00,2026-04-26 12:35:00+00:00,156,61,77984.55,77995.19,78003.87,10.639999999999418,1.364372814871589,0.535,0.595,0.05999999999999994,0.6,0.41,97.75,169.85,201.85,97.75,-0.2694319880418535,0.00838091174564092,1.0,1.0,0.0,,,1.0,0.39,-0.42
btc-updown-5m-1777207200,20:40-20:45,2026-04-26 12:40:01+00:00,2026-04-26 12:40:00+00:00,158,64,78003.87,77984.81,77960.01,-19.05999999999767,-2.4434685099595277,0.52,0.205,-0.31500000000000006,0.21,0.8,201.0,210.16,276.92,293.5,-0.022278431754061672,-0.09908640000938429,1.0,1.0,0.0,,,0.0,-0.22,0.18999999999999995
btc-updown-5m-1777207500,20:45-20:50,2026-04-26 12:45:01+00:00,2026-04-26 12:45:00+00:00,159,64,77950.0,77784.58,77857.27,-165.41999999999825,-21.22129570237309,0.48,,,0.01,,542.1,,,542.1,,,1.0,1.0,0.0,,,0.0,-0.02,
btc-updown-5m-1777207800,20:50-20:55,2026-04-26 12:50:01+00:00,2026-04-26 12:50:00+00:00,158,64,77857.27,77886.88,77857.0,29.610000000000582,3.803113055466828,0.575,0.835,0.26,0.84,0.17,126.96,574.07,554.07,90.26,-0.63779010883985,0.09246481533376988,1.0,1.0,0.0,,,0.0,-0.85,0.82
btc-updown-5m-1777208100,20:55-21:00,2026-04-26 12:55:00+00:00,2026-04-26 12:55:00+00:00,158,64,77857.0,77849.63,77850.81,-7.369999999995343,-0.9466072414805788,0.565,0.325,-0.23999999999999994,0.33,0.68,10.36,564.1,516.02,18.46,-0.9639313442189186,-0.05485270151369593,1.0,1.0,0.0,,,0.0,-0.34,0.30999999999999994
btc-updown-5m-1777208400,21:00-21:05,2026-04-26 13:00:01+00:00,2026-04-26 13:00:00+00:00,157,64,77850.81,77855.9,77860.64,5.0899999999965075,0.6538146488130963,0.555,0.585,0.029999999999999916,0.59,0.42,206.58,189.79,231.79,216.58,0.04235941166082201,0.003882404940808257,1.0,1.0,0.0,,,1.0,0.4,-0.43
btc-updown-5m-1777208700,21:05-21:10,2026-04-26 13:05:02+00:00,2026-04-26 13:05:00+00:00,158,64,77860.63,77863.69,77916.21,3.0599999999976717,0.3930099204177607,0.535,0.485,-0.050000000000000044,0.49,0.52,148.68,56.51,30.0,222.37,0.4491934304790683,0.004108127288943932,1.0,1.0,0.0,,,1.0,0.5,-0.53
btc-updown-5m-1777209000,21:10-21:15,2026-04-26 13:10:01+00:00,2026-04-26 13:10:00+00:00,156,64,77909.15,77919.89,77924.52,10.740000000005239,1.3785287094013012,0.505,0.475,-0.030000000000000027,0.48,0.53,283.14,40.35,40.35,270.41,0.7505332467773347,0.00040344463782539177,1.0,1.0,0.0,,,1.0,0.51,-0.54
btc-updown-5m-1777209300,21:15-21:20,2026-04-26 13:15:01+00:00,2026-04-26 13:15:00+00:00,158,64,77924.52,77932.03,77914.57,7.509999999994761,0.9637531293095885,0.475,0.445,-0.02999999999999997,0.45,0.56,147.58,57.99,57.99,147.58,0.4358126185727489,0.04447834191443217,1.0,1.0,0.0,,,0.0,-0.46,0.42999999999999994
btc-updown-5m-1777209600,21:20-21:25,2026-04-26 13:20:01+00:00,2026-04-26 13:20:00+00:00,158,64,77910.61,77900.51,77870.25,-10.10000000000582,-1.2963574537544784,0.495,0.355,-0.14,0.36,0.65,74.21,103.0,107.62,23.99,-0.16246261497658152,-0.006868120750724655,1.0,1.0,0.0,,,0.0,-0.37,0.33999999999999997
btc-updown-5m-1777209900,21:25-21:30,2026-04-26 13:25:01+00:00,2026-04-26 13:25:00+00:00,159,64,77870.25,77866.27,77897.99,-3.9799999999959255,-0.511106616454413,0.455,0.395,-0.06,0.4,0.61,112.98,147.55,166.5,112.98,-0.13269105285379804,-0.0914389406948978,1.0,1.0,0.0,,,1.0,0.59,-0.62
btc-updown-5m-1777210200,21:30-21:35,2026-04-26 13:30:02+00:00,2026-04-26 13:30:00+00:00,157,64,77897.98,77899.99,77970.96,2.0100000000093132,0.258029797436251,0.515,0.485,-0.030000000000000027,0.49,0.52,145.71,287.21,258.94,186.9,-0.32685022636976807,0.006245321368070106,1.0,1.0,0.0,,,1.0,0.5,-0.53
btc-updown-5m-1777210500,21:35-21:40,2026-04-26 13:35:01+00:00,2026-04-26 13:35:00+00:00,158,64,77979.89,77940.02,77998.4,-39.86999999999534,-5.112856660864146,0.475,0.275,-0.19999999999999996,0.28,0.73,411.06,380.82,356.73,400.0,0.0381876041824519,-0.09329850917374032,1.0,1.0,0.0,,,1.0,0.71,-0.74
btc-updown-5m-1777210800,21:40-21:45,2026-04-26 13:40:01+00:00,2026-04-26 13:40:00+00:00,158,64,77998.4,77980.63,77996.35,-17.769999999989523,-2.2782518615753045,0.405,0.255,-0.15000000000000002,0.26,0.77,603.76,73.3,41.99,185.0,0.783475615159661,0.01969241868842832,1.0,1.0,0.0,,,0.0,-0.27,0.21999999999999997
btc-updown-5m-1777211100,21:45-21:50,2026-04-26 13:45:01+00:00,2026-04-26 13:45:00+00:00,159,64,77996.35,77963.54,77962.36,-32.810000000012224,-4.206607104051948,0.585,0.145,-0.43999999999999995,0.15,0.86,182.61,32.88,88.55,152.61,0.6948350271474315,-0.04696418402257028,1.0,1.0,0.0,,,0.0,-0.16,0.13
btc-updown-5m-1777211400,21:50-21:55,2026-04-26 13:50:02+00:00,2026-04-26 13:50:00+00:00,157,64,77962.36,77954.13,77978.38,-8.229999999995925,-1.0556376179474205,0.535,0.445,-0.09000000000000002,0.45,0.57,331.96,20.0,24.5,386.85,0.8863507216729174,-0.005301647705254034,1.0,1.0,0.0,,,1.0,0.54,-0.58
btc-updown-5m-1777211700,21:55-22:00,2026-04-26 13:55:00+00:00,2026-04-26 13:55:00+00:00,159,64,77978.37,77962.33,77993.74,-16.039999999993597,-2.0569806729729794,0.525,0.415,-0.11000000000000004,0.42,0.59,159.24,19.31,40.31,186.5,0.7837020442453094,-0.007752573637605233,1.0,1.0,0.0,,,1.0,0.5700000000000001,-0.6
btc-updown-5m-1777212000,22:00-22:05,2026-04-26 14:00:02+00:00,2026-04-26 14:00:00+00:00,155,63,77983.13,77942.65,77947.1,-40.48000000001048,-5.1908662809521084,0.36,0.085,-0.27499999999999997,0.09,0.92,398.41,443.03,423.03,380.63,-0.053028142232363504,0.03262983074639735,1.0,1.0,0.0,,,0.0,-0.09999999999999999,0.06999999999999997
btc-updown-5m-1777212300,22:05-22:10,2026-04-26 14:05:01+00:00,2026-04-26 14:05:00+00:00,157,63,77947.1,77893.45,77964.17,-53.65000000000873,-6.882873128058482,0.515,0.075,-0.44,0.08,0.93,318.59,370.15,393.86,374.59,-0.07486134099950635,0.016473364808374573,1.0,1.0,0.0,,,1.0,0.91,-0.9400000000000001
btc-updown-5m-1777212600,22:10-22:15,2026-04-26 14:10:01+00:00,2026-04-26 14:10:00+00:00,157,64,77963.82,77949.21,77975.17,-14.610000000000582,-1.8739461457892366,0.465,0.275,-0.19,0.28,0.73,616.61,4007.64,3976.76,616.61,-0.7333145915553873,0.06933994319624294,1.0,1.0,0.0,,,1.0,0.71,-0.74
btc-updown-5m-1777212900,22:15-22:20,2026-04-26 14:15:01+00:00,2026-04-26 14:15:00+00:00,158,64,77973.8,77957.26,78038.77,-16.54000000000815,-2.12122533466474,0.415,0.225,-0.18999999999999997,0.23,0.78,127.93,173.47,228.47,151.93,-0.1510948905109489,-0.012700989607415041,1.0,1.0,0.0,,,1.0,0.76,-0.79
btc-updown-5m-1777213200,22:20-22:25,2026-04-26 14:20:02+00:00,2026-04-26 14:20:00+00:00,157,64,78047.59,78127.85,78072.54,80.26000000000931,10.2834693550447,0.505,0.925,0.42000000000000004,0.93,0.09,378.74,84.64,115.04,352.74,0.6346842764038155,-0.14151330125784814,1.0,1.0,0.0,,,1.0,0.05999999999999995,-0.09999999999999999
btc-updown-5m-1777213500,22:25-22:30,2026-04-26 14:25:00+00:00,2026-04-26 14:25:00+00:00,157,64,78072.54,78074.98,78079.85,2.4400000000023283,0.31252986005096395,0.425,0.395,-0.02999999999999997,0.4,0.61,57.37,187.11,192.11,43.07,-0.5306773560209425,-0.0004959401033707527,1.0,1.0,0.0,,,1.0,0.59,-0.62
btc-updown-5m-1777213800,22:30-22:35,2026-04-26 14:30:01+00:00,2026-04-26 14:30:00+00:00,156,63,78088.98,78058.18,78085.38,-30.80000000000291,-3.944218505607694,0.525,0.305,-0.22000000000000003,0.31,0.7,30.0,311.93,248.6,5.0,-0.8245254876729156,-0.007571757889237246,1.0,1.0,0.0,,,0.0,-0.32,0.29000000000000004
btc-updown-5m-1777214100,22:35-22:40,2026-04-26 14:35:01+00:00,2026-04-26 14:35:00+00:00,157,63,78086.95,78061.89,78092.36,-25.05999999999767,-3.2092430297248993,0.455,0.285,-0.17000000000000004,0.29,0.72,22.0,297.21,76.14,6.19,-0.8621597067761035,-0.02126354040273859,1.0,1.0,0.0,,,1.0,0.7,-0.73
btc-updown-5m-1777214400,22:40-22:45,2026-04-26 14:40:02+00:00,2026-04-26 14:40:00+00:00,154,61,78092.2,78139.54,78072.59,47.33999999999651,6.06206509741005,0.465,0.835,0.36999999999999994,0.84,0.17,111.07,25.88,31.38,116.33,0.6220518437385908,0.007058185759489414,1.0,1.0,0.0,,,0.0,-0.85,0.82
btc-updown-5m-1777214700,22:45-22:50,2026-04-26 14:45:01+00:00,2026-04-26 14:45:00+00:00,157,64,78072.56,78032.36,78041.47,-40.19999999999709,-5.14905621129845,0.495,0.225,-0.27,0.23,0.78,54.75,93.04,41.04,85.75,-0.25908383517152717,0.045217820465521814,1.0,1.0,0.0,,,0.0,-0.24000000000000002,0.20999999999999996
btc-updown-5m-1777215000,22:50-22:55,2026-04-26 14:50:00+00:00,2026-04-26 14:50:00+00:00,158,64,78041.48,78126.49,78156.09,85.01000000000931,10.89292514698713,0.415,0.895,0.48000000000000004,0.9,0.1,1.61,73.44,200.07,344.43,-0.9570952698201199,-0.06720112141862765,1.0,1.0,0.0,,,1.0,0.08999999999999998,-0.11
btc-updown-5m-1777215300,22:55-23:00,2026-04-26 14:55:02+00:00,2026-04-26 14:55:00+00:00,157,64,,78109.39,78108.37,,,0.445,0.125,-0.32,0.13,0.88,163.22,220.59,220.59,163.22,-0.14947500065136396,-0.021979255301304408,1.0,1.0,0.0,,,,,
btc-updown-5m-1777215600,23:00-23:05,2026-04-26 15:00:02+00:00,2026-04-26 15:00:00+00:00,155,63,78123.03,78126.3,78115.34,3.2700000000040745,0.41857055467562826,0.665,0.695,0.029999999999999916,0.7,0.31,144.92,235.03,271.55,144.92,-0.23716278457691806,0.0739954652020018,1.0,1.0,0.0,,,0.0,-0.71,0.6799999999999999
btc-updown-5m-1777215900,23:05-23:10,2026-04-26 15:05:00+00:00,2026-04-26 15:05:00+00:00,156,63,78115.34,78052.06,78106.0,-63.279999999998836,-8.100841652868544,0.485,0.085,-0.39999999999999997,0.09,0.92,813.99,321.94,142.78,607.99,0.4331692974038893,0.08878596146418238,1.0,1.0,0.0,,,0.0,-0.09999999999999999,0.06999999999999997
btc-updown-5m-1777216200,23:10-23:15,2026-04-26 15:10:00+00:00,2026-04-26 15:10:00+00:00,158,63,78106.01,78111.97,78110.46,5.960000000006403,0.7630654798531384,0.49,0.505,0.015000000000000013,0.51,0.5,180.63,46.0,45.0,104.64,0.5940519789966023,0.02204394794344197,1.0,1.0,0.0,,,1.0,0.48,-0.51
btc-updown-5m-1777216500,23:15-23:20,2026-04-26 15:15:02+00:00,2026-04-26 15:15:00+00:00,157,64,78110.46,78133.09,78126.35,22.629999999990105,2.897179199813969,0.515,0.745,0.22999999999999998,0.75,0.26,173.66,58.66,58.66,173.66,0.49500688705234164,0.0469701628866854,1.0,1.0,0.0,,,1.0,0.24,-0.27
btc-updown-5m-1777216800,23:20-23:25,2026-04-26 15:20:01+00:00,2026-04-26 15:20:00+00:00,156,63,78126.35,78090.01,78017.53,-36.34000000001106,-4.651439623124728,0.44,0.135,-0.305,0.14,0.87,219.68,4.4,9.4,214.69,0.9607283113173866,0.052355908015059086,1.0,1.0,0.0,,,0.0,-0.15000000000000002,0.12000000000000001
btc-updown-5m-1777217100,23:25-23:30,2026-04-26 15:25:01+00:00,2026-04-26 15:25:00+00:00,155,61,78017.54,78078.03,78122.48,60.49000000000524,7.753384687597846,0.535,0.875,0.33999999999999997,0.88,0.13,167.58,67.06,67.06,167.58,0.42840095465393796,0.012994083661894702,1.0,1.0,0.0,,,1.0,0.11,-0.14
btc-updown-5m-1777217400,23:30-23:35,2026-04-26 15:30:02+00:00,2026-04-26 15:30:00+00:00,156,64,78122.48,78100.19,78057.43,-22.289999999993597,-2.853212033206524,0.485,0.305,-0.18,0.31,0.7,275.51,508.98,515.28,280.51,-0.29760736274522304,-0.11587172777256027,1.0,1.0,0.0,,,0.0,-0.32,0.29000000000000004
btc-updown-5m-1777217700,23:35-23:40,2026-04-26 15:35:00+00:00,2026-04-26 15:35:00+00:00,122,47,78057.43,78076.38,78091.16,18.95000000001164,2.42769970776794,0.485,0.695,0.20999999999999996,0.7,0.31,315.43,110.57,163.75,335.29,0.48089201877934273,0.10847297534839118,1.0,1.0,0.0,,,1.0,0.29000000000000004,-0.32
btc-updown-5m-1777218000,23:40-23:45,2026-04-26 15:40:02+00:00,2026-04-26 15:40:00+00:00,128,52,,78068.66,78062.78,,,0.405,0.175,-0.23000000000000004,0.18,0.83,6.49,509.22,528.96,6.49,-0.974830815768552,-0.024734285813202157,1.0,1.0,0.0,,,,,
btc-updown-5m-1777218300,23:45-23:50,2026-04-26 15:45:02+00:00,2026-04-26 15:45:00+00:00,129,53,78062.78,78033.51,78037.5,-29.270000000004075,-3.7495461985858145,0.495,0.165,-0.32999999999999996,0.17,0.84,170.11,107.96,387.33,170.11,0.2235048728737369,0.06492671570995981,1.0,1.0,0.0,,,0.0,-0.18000000000000002,0.15000000000000002
btc-updown-5m-1777218600,23:50-23:55,2026-04-26 15:50:02+00:00,2026-04-26 15:50:00+00:00,127,52,78037.52,78077.37,78070.82,39.84999999999127,5.106517992882305,0.52,0.865,0.345,0.87,0.14,192.81,496.65,497.43,177.81,-0.44069271603863885,0.03734950053843051,1.0,1.0,0.0,,,1.0,0.12000000000000001,-0.15000000000000002
btc-updown-5m-1777218900,23:55-00:00,2026-04-26 15:55:02+00:00,2026-04-26 15:55:00+00:00,127,53,78070.82,78044.0,78073.83,-26.820000000006985,-3.4353424237131085,0.405,0.145,-0.26,0.15,0.86,339.0,32.51,37.51,372.0,0.8249845226238863,-0.016716051416537193,1.0,1.0,0.0,,,1.0,0.84,-0.87
btc-updown-5m-1777219200,00:00-00:05,2026-04-26 16:00:02+00:00,2026-04-26 16:00:00+00:00,128,52,,78035.81,78073.83,,,0.585,0.185,-0.39999999999999997,0.19,0.82,74.64,358.94,274.28,33.0,-0.6557036763688362,0.015246637724100856,1.0,1.0,0.0,,,,,
btc-updown-5m-1777219500,00:05-00:10,2026-04-26 16:05:01+00:00,2026-04-26 16:05:00+00:00,128,52,78073.83,78055.94,78068.92,-17.889999999999418,-2.291420825646624,0.495,0.235,-0.26,0.24,0.77,389.7,20.92,26.11,373.53,0.8981053041741756,0.01041154328235069,1.0,1.0,0.0,,,0.0,-0.25,0.21999999999999997
btc-updown-5m-1777219800,00:10-00:15,2026-04-26 16:10:02+00:00,2026-04-26 16:10:00+00:00,128,52,78069.54,78074.88,78041.74,5.3400000000110595,0.6840055673456075,0.535,0.495,-0.040000000000000036,0.5,0.51,606.12,442.24,109.8,115.98,0.15632034797207064,-0.019968648359090454,1.0,1.0,0.0,,,0.0,-0.51,0.48
btc-updown-5m-1777220100,00:15-00:20,2026-04-26 16:15:01+00:00,2026-04-26 16:15:00+00:00,130,53,78041.74,78059.49,78066.72,17.75,2.2744239172524856,0.535,0.515,-0.020000000000000018,0.52,0.49,4401.69,123.05,117.3,4478.69,0.9456101345049659,0.08805318417686023,1.0,1.0,0.0,,,1.0,0.47,-0.5
btc-updown-5m-1777220400,00:20-00:25,2026-04-26 16:20:02+00:00,2026-04-26 16:20:00+00:00,126,52,,78055.94,78069.67,,,0.505,0.415,-0.09000000000000002,0.42,0.59,4115.62,327.88,335.88,4090.73,0.8524226398109598,-0.10898888159992307,1.0,1.0,0.0,,,,,
btc-updown-5m-1777220700,00:25-00:30,2026-04-26 16:25:02+00:00,2026-04-26 16:25:00+00:00,129,53,,78059.62,78072.65,,,0.505,0.705,0.19999999999999996,0.71,0.3,102.49,11.94,15.99,186.49,0.7913134667482303,-0.05234273014194364,1.0,1.0,0.0,,,,,
btc-updown-5m-1777221000,00:30-00:35,2026-04-26 16:30:02+00:00,2026-04-26 16:30:00+00:00,126,51,78072.65,78060.95,78101.69,-11.69999999999709,-1.498604184691706,0.465,0.415,-0.050000000000000044,0.42,0.59,20.23,87.2,151.99,22.28,-0.623382667783673,-0.003555664111867323,1.0,1.0,0.0,,,1.0,0.5700000000000001,-0.6
btc-updown-5m-1777221300,00:35-00:40,2026-04-26 16:35:02+00:00,2026-04-26 16:35:00+00:00,127,51,,78055.51,78062.12,,,0.585,0.135,-0.44999999999999996,0.14,0.87,620.79,18.62,150.5,637.89,0.9417588089019565,-0.06436233333973526,1.0,1.0,0.0,,,,,
btc-updown-5m-1777221600,00:40-00:45,2026-04-26 16:40:02+00:00,2026-04-26 16:40:00+00:00,128,53,78062.12,78047.6,78020.0,-14.519999999989523,-1.860057092990752,0.515,0.555,0.040000000000000036,0.56,0.45,303.37,118.24,145.3,346.12,0.43910248808140223,-0.03974793129778066,1.0,1.0,0.0,,,0.0,-0.5700000000000001,0.54
btc-updown-5m-1777221900,00:45-00:50,2026-04-26 16:45:02+00:00,2026-04-26 16:45:00+00:00,128,53,77993.03,78022.3,78048.3,29.270000000004075,3.7528994578110475,0.375,0.595,0.21999999999999997,0.6,0.41,285.76,63.36,69.29,188.33,0.6370302474793766,-0.037472567424832896,1.0,1.0,0.0,,,1.0,0.39,-0.42
btc-updown-5m-1777222200,00:50-00:55,2026-04-26 16:50:01+00:00,2026-04-26 16:50:00+00:00,130,52,78048.3,78046.41,78050.71,-1.889999999999418,-0.24215774078351712,0.515,0.295,-0.22000000000000003,0.3,0.71,1.5,143.82,205.92,6.5,-0.9793559042113955,-0.0036579671185418615,1.0,1.0,0.0,,,1.0,0.69,-0.72
btc-updown-5m-1777222500,00:55-01:00,2026-04-26 16:55:02+00:00,2026-04-26 16:55:00+00:00,126,52,,78030.6,77955.83,,,0.505,0.215,-0.29000000000000004,0.22,0.79,199.32,156.14,156.14,189.32,0.12147639678163509,-0.06191204610285205,1.0,1.0,0.0,,,,,
btc-updown-5m-1777222800,01:00-01:05,2026-04-26 17:00:00+00:00,2026-04-26 17:00:00+00:00,128,52,77945.43,77910.0,77988.55,-35.429999999993015,-4.545487785492108,0.525,0.185,-0.34,0.19,0.82,65.37,146.81,220.81,8.38,-0.38382505419926477,-0.01628644083620674,1.0,1.0,0.0,,,1.0,0.8,-0.83
btc-updown-5m-1777223100,01:05-01:10,2026-04-26 17:05:01+00:00,2026-04-26 17:05:00+00:00,128,52,77988.55,78006.05,78024.93,17.5,2.2439191394121316,0.535,0.725,0.18999999999999995,0.73,0.29,65.0,200.98,45.6,65.0,-0.5112414467253176,0.0330843627034117,1.0,1.0,0.0,,,1.0,0.26,-0.3
btc-updown-5m-1777223400,01:10-01:15,2026-04-26 17:10:02+00:00,2026-04-26 17:10:00+00:00,129,53,,78030.06,78039.0,,,0.52,0.565,0.04499999999999993,0.57,0.44,253.29,83.02,88.02,142.5,0.506288840652969,-0.059076485505732204,1.0,1.0,0.0,,,,,
btc-updown-5m-1777223700,01:15-01:20,2026-04-26 17:15:00+00:00,2026-04-26 17:15:00+00:00,129,51,78039.0,78044.3,78040.48,5.30000000000291,0.6791476056847102,0.505,0.595,0.08999999999999997,0.6,0.41,149.71,232.29,231.29,131.14,-0.21617801047120414,-0.03786050643474782,1.0,1.0,0.0,,,1.0,0.39,-0.42
btc-updown-5m-1777224000,01:20-01:25,2026-04-26 17:20:02+00:00,2026-04-26 17:20:00+00:00,127,52,78040.48,78050.02,78015.68,9.540000000008149,1.2224425067616382,0.495,0.635,0.14,0.64,0.37,444.02,10.06,12.98,675.65,0.9556906272022551,-0.04441172798938583,1.0,1.0,0.0,,,0.0,-0.65,0.62
btc-updown-5m-1777224300,01:25-01:30,2026-04-26 17:25:01+00:00,2026-04-26 17:25:00+00:00,128,52,78027.91,78037.4,78041.31,9.489999999990687,1.2162314740957032,0.485,0.645,0.16000000000000003,0.65,0.36,5.0,705.54,804.96,5.0,-0.9859261969769471,0.000495325443713555,1.0,1.0,0.0,,,1.0,0.33999999999999997,-0.37
btc-updown-5m-1777224600,01:30-01:35,2026-04-26 17:30:02+00:00,2026-04-26 17:30:00+00:00,126,50,78040.12,77996.02,78004.78,-44.09999999999127,-5.650939542377853,0.375,0.145,-0.23,0.15,0.86,367.97,119.8,19.8,314.97,0.5087848781187855,0.016263830850606002,1.0,1.0,0.0,,,0.0,-0.16,0.13
btc-updown-5m-1777224900,01:35-01:40,2026-04-26 17:35:01+00:00,2026-04-26 17:35:00+00:00,127,50,78004.79,78010.2,78001.68,5.4100000000034925,0.6935471526817125,0.485,0.515,0.030000000000000027,0.52,0.49,164.78,30.4,15.4,169.78,0.6884926734296546,0.011628635178634333,1.0,1.0,0.0,,,0.0,-0.53,0.5
btc-updown-5m-1777225200,01:40-01:45,2026-04-26 17:40:02+00:00,2026-04-26 17:40:00+00:00,127,51,78001.68,78032.43,78038.3,30.75,3.942222782893907,0.505,0.845,0.33999999999999997,0.85,0.16,101.27,600.34,600.34,76.27,-0.7113211043172133,0.013980318331003062,1.0,1.0,0.0,,,1.0,0.14,-0.17
btc-updown-5m-1777225500,01:45-01:50,2026-04-26 17:45:01+00:00,2026-04-26 17:45:00+00:00,130,53,78038.31,78031.25,78045.02,-7.059999999997672,-0.9046838661674852,0.485,0.375,-0.10999999999999999,0.38,0.63,599.0,16.25,18.0,571.0,0.9471759447379114,-0.06720556443274742,1.0,1.0,0.0,,,1.0,0.61,-0.64
btc-updown-5m-1777225800,01:50-01:55,2026-04-26 17:50:02+00:00,2026-04-26 17:50:00+00:00,126,50,78045.02,78059.7,78044.92,14.679999999993015,1.8809656272742339,0.525,0.665,0.14,0.67,0.34,461.89,31.98,126.27,507.72,0.8704922347986311,0.042238836441459565,1.0,1.0,0.0,,,0.0,-0.68,0.6499999999999999
btc-updown-5m-1777226100,01:55-02:00,2026-04-26 17:55:01+00:00,2026-04-26 17:55:00+00:00,127,50,78044.32,78034.01,78037.46,-10.310000000012224,-1.321044247680321,0.485,0.365,-0.12,0.37,0.64,62.19,24.27,24.27,61.19,0.4385843164469119,-0.04166423569305734,1.0,1.0,0.0,,,0.0,-0.38,0.35
btc-updown-5m-1777226400,02:00-02:05,2026-04-26 18:00:00+00:00,2026-04-26 18:00:00+00:00,129,52,78037.46,78047.61,78023.45,10.14999999999418,1.3006574022263382,0.485,0.565,0.07999999999999996,0.57,0.44,21.25,429.07,482.43,19.49,-0.9056226683247468,0.05846982597853772,1.0,1.0,0.0,,,0.0,-0.58,0.55
btc-updown-5m-1777226700,02:05-02:10,2026-04-26 18:05:01+00:00,2026-04-26 18:05:00+00:00,128,51,78023.45,78062.6,78109.92,39.15000000000873,5.017722236072454,0.505,0.8,0.29500000000000004,0.81,0.18,8.98,5.82,193.71,17.83,0.21351351351351353,-0.023566302363794863,1.0,1.0,0.0,,,1.0,0.17999999999999994,-0.19
