slug,market_url,window_text,first_quote_ts,last_quote_ts,close_ts_utc,quote_count,target_price,final_price_last,can_resolve_outcome,outcome_up
btc-updown-5m-1777216500,https://polymarket.com/zh/event/btc-updown-5m-1777216500,23:15-23:20,2026-04-26 15:15:02+00:00,2026-04-26 15:19:59+00:00,2026-04-26 15:15:00+00:00,157,78110.46,78126.35,True,1.0
btc-updown-5m-1777216800,https://polymarket.com/zh/event/btc-updown-5m-1777216800,23:20-23:25,2026-04-26 15:20:01+00:00,2026-04-26 15:24:59+00:00,2026-04-26 15:20:00+00:00,156,78126.35,78017.53,True,0.0
btc-updown-5m-1777217100,https://polymarket.com/zh/event/btc-updown-5m-1777217100,23:25-23:30,2026-04-26 15:25:01+00:00,2026-04-26 15:29:59+00:00,2026-04-26 15:25:00+00:00,155,78017.54,78122.48,True,1.0
btc-updown-5m-1777217400,https://polymarket.com/zh/event/btc-updown-5m-1777217400,23:30-23:35,2026-04-26 15:30:02+00:00,2026-04-26 15:34:58+00:00,2026-04-26 15:30:00+00:00,156,78122.48,78057.43,True,0.0
btc-updown-5m-1777217700,https://polymarket.com/zh/event/btc-updown-5m-1777217700,23:35-23:40,2026-04-26 15:35:00+00:00,2026-04-26 15:40:00+00:00,2026-04-26 15:35:00+00:00,122,78057.43,78091.16,True,1.0
btc-updown-5m-1777218000,https://polymarket.com/zh/event/btc-updown-5m-1777218000,23:40-23:45,2026-04-26 15:40:02+00:00,2026-04-26 15:44:59+00:00,2026-04-26 15:40:00+00:00,128,,78062.78,False,
btc-updown-5m-1777218300,https://polymarket.com/zh/event/btc-updown-5m-1777218300,23:45-23:50,2026-04-26 15:45:02+00:00,2026-04-26 15:49:59+00:00,2026-04-26 15:45:00+00:00,129,78062.78,78037.5,True,0.0
btc-updown-5m-1777218600,https://polymarket.com/zh/event/btc-updown-5m-1777218600,23:50-23:55,2026-04-26 15:50:02+00:00,2026-04-26 15:54:59+00:00,2026-04-26 15:50:00+00:00,127,78037.52,78070.82,True,1.0
btc-updown-5m-1777218900,https://polymarket.com/zh/event/btc-updown-5m-1777218900,23:55-00:00,2026-04-26 15:55:02+00:00,2026-04-26 15:59:59+00:00,2026-04-26 15:55:00+00:00,127,78070.82,78073.83,True,1.0
btc-updown-5m-1777219200,https://polymarket.com/zh/event/btc-updown-5m-1777219200,00:00-00:05,2026-04-26 16:00:02+00:00,2026-04-26 16:04:58+00:00,2026-04-26 16:00:00+00:00,128,,78073.83,False,
btc-updown-5m-1777219500,https://polymarket.com/zh/event/btc-updown-5m-1777219500,00:05-00:10,2026-04-26 16:05:01+00:00,2026-04-26 16:09:59+00:00,2026-04-26 16:05:00+00:00,128,78073.83,78068.92,True,0.0
btc-updown-5m-1777219800,https://polymarket.com/zh/event/btc-updown-5m-1777219800,00:10-00:15,2026-04-26 16:10:02+00:00,2026-04-26 16:14:58+00:00,2026-04-26 16:10:00+00:00,128,78069.54,78041.74,True,0.0
btc-updown-5m-1777220100,https://polymarket.com/zh/event/btc-updown-5m-1777220100,00:15-00:20,2026-04-26 16:15:01+00:00,2026-04-26 16:20:00+00:00,2026-04-26 16:15:00+00:00,130,78041.74,78066.72,True,1.0
btc-updown-5m-1777220400,https://polymarket.com/zh/event/btc-updown-5m-1777220400,00:20-00:25,2026-04-26 16:20:02+00:00,2026-04-26 16:24:59+00:00,2026-04-26 16:20:00+00:00,126,,78069.67,False,
btc-updown-5m-1777220700,https://polymarket.com/zh/event/btc-updown-5m-1777220700,00:25-00:30,2026-04-26 16:25:02+00:00,2026-04-26 16:29:59+00:00,2026-04-26 16:25:00+00:00,129,,78072.65,False,
btc-updown-5m-1777221000,https://polymarket.com/zh/event/btc-updown-5m-1777221000,00:30-00:35,2026-04-26 16:30:02+00:00,2026-04-26 16:34:59+00:00,2026-04-26 16:30:00+00:00,126,78072.65,78101.69,True,1.0
btc-updown-5m-1777221300,https://polymarket.com/zh/event/btc-updown-5m-1777221300,00:35-00:40,2026-04-26 16:35:02+00:00,2026-04-26 16:39:59+00:00,2026-04-26 16:35:00+00:00,127,,78062.12,False,
btc-updown-5m-1777221600,https://polymarket.com/zh/event/btc-updown-5m-1777221600,00:40-00:45,2026-04-26 16:40:02+00:00,2026-04-26 16:44:59+00:00,2026-04-26 16:40:00+00:00,128,78062.12,78020.0,True,0.0
btc-updown-5m-1777221900,https://polymarket.com/zh/event/btc-updown-5m-1777221900,00:45-00:50,2026-04-26 16:45:02+00:00,2026-04-26 16:49:59+00:00,2026-04-26 16:45:00+00:00,128,77993.03,78048.3,True,1.0
btc-updown-5m-1777222200,https://polymarket.com/zh/event/btc-updown-5m-1777222200,00:50-00:55,2026-04-26 16:50:01+00:00,2026-04-26 16:55:00+00:00,2026-04-26 16:50:00+00:00,130,78048.3,78050.71,True,1.0
btc-updown-5m-1777222500,https://polymarket.com/zh/event/btc-updown-5m-1777222500,00:55-01:00,2026-04-26 16:55:02+00:00,2026-04-26 16:59:58+00:00,2026-04-26 16:55:00+00:00,126,,77955.83,False,
btc-updown-5m-1777222800,https://polymarket.com/zh/event/btc-updown-5m-1777222800,01:00-01:05,2026-04-26 17:00:00+00:00,2026-04-26 17:04:58+00:00,2026-04-26 17:00:00+00:00,128,77945.43,77988.55,True,1.0
btc-updown-5m-1777223100,https://polymarket.com/zh/event/btc-updown-5m-1777223100,01:05-01:10,2026-04-26 17:05:01+00:00,2026-04-26 17:09:59+00:00,2026-04-26 17:05:00+00:00,128,77988.55,78024.93,True,1.0
btc-updown-5m-1777223400,https://polymarket.com/zh/event/btc-updown-5m-1777223400,01:10-01:15,2026-04-26 17:10:02+00:00,2026-04-26 17:14:58+00:00,2026-04-26 17:10:00+00:00,129,,78039.0,False,
btc-updown-5m-1777223700,https://polymarket.com/zh/event/btc-updown-5m-1777223700,01:15-01:20,2026-04-26 17:15:00+00:00,2026-04-26 17:19:59+00:00,2026-04-26 17:15:00+00:00,129,78039.0,78040.48,True,1.0
btc-updown-5m-1777224000,https://polymarket.com/zh/event/btc-updown-5m-1777224000,01:20-01:25,2026-04-26 17:20:02+00:00,2026-04-26 17:24:58+00:00,2026-04-26 17:20:00+00:00,127,78040.48,78015.68,True,0.0
btc-updown-5m-1777224300,https://polymarket.com/zh/event/btc-updown-5m-1777224300,01:25-01:30,2026-04-26 17:25:01+00:00,2026-04-26 17:29:59+00:00,2026-04-26 17:25:00+00:00,128,78027.91,78041.31,True,1.0
btc-updown-5m-1777224600,https://polymarket.com/zh/event/btc-updown-5m-1777224600,01:30-01:35,2026-04-26 17:30:02+00:00,2026-04-26 17:34:59+00:00,2026-04-26 17:30:00+00:00,126,78040.12,78004.78,True,0.0
btc-updown-5m-1777224900,https://polymarket.com/zh/event/btc-updown-5m-1777224900,01:35-01:40,2026-04-26 17:35:01+00:00,2026-04-26 17:39:59+00:00,2026-04-26 17:35:00+00:00,127,78004.79,78001.68,True,0.0
btc-updown-5m-1777225200,https://polymarket.com/zh/event/btc-updown-5m-1777225200,01:40-01:45,2026-04-26 17:40:02+00:00,2026-04-26 17:44:58+00:00,2026-04-26 17:40:00+00:00,127,78001.68,78038.3,True,1.0
btc-updown-5m-1777225500,https://polymarket.com/zh/event/btc-updown-5m-1777225500,01:45-01:50,2026-04-26 17:45:01+00:00,2026-04-26 17:49:59+00:00,2026-04-26 17:45:00+00:00,130,78038.31,78045.02,True,1.0
btc-updown-5m-1777225800,https://polymarket.com/zh/event/btc-updown-5m-1777225800,01:50-01:55,2026-04-26 17:50:02+00:00,2026-04-26 17:54:58+00:00,2026-04-26 17:50:00+00:00,126,78045.02,78044.92,True,0.0
btc-updown-5m-1777226100,https://polymarket.com/zh/event/btc-updown-5m-1777226100,01:55-02:00,2026-04-26 17:55:01+00:00,2026-04-26 17:59:58+00:00,2026-04-26 17:55:00+00:00,127,78044.32,78037.46,True,0.0
btc-updown-5m-1777226400,https://polymarket.com/zh/event/btc-updown-5m-1777226400,02:00-02:05,2026-04-26 18:00:00+00:00,2026-04-26 18:04:58+00:00,2026-04-26 18:00:00+00:00,129,78037.46,78023.45,True,0.0
btc-updown-5m-1777226700,https://polymarket.com/zh/event/btc-updown-5m-1777226700,02:05-02:10,2026-04-26 18:05:01+00:00,2026-04-26 18:09:59+00:00,2026-04-26 18:05:00+00:00,128,78023.45,78109.92,True,1.0
btc-updown-5m-1777227000,https://polymarket.com/zh/event/btc-updown-5m-1777227000,02:10-02:15,2026-04-26 18:10:02+00:00,2026-04-26 18:14:59+00:00,2026-04-26 18:10:00+00:00,128,78109.91,78126.35,True,1.0
btc-updown-5m-1777227300,https://polymarket.com/zh/event/btc-updown-5m-1777227300,02:15-02:20,2026-04-26 18:15:02+00:00,2026-04-26 18:19:58+00:00,2026-04-26 18:15:00+00:00,126,78124.69,78221.45,True,1.0
btc-updown-5m-1777227600,https://polymarket.com/zh/event/btc-updown-5m-1777227600,02:20-02:25,2026-04-26 18:20:01+00:00,2026-04-26 18:24:58+00:00,2026-04-26 18:20:00+00:00,128,78221.44,78232.07,True,1.0
btc-updown-5m-1777227900,https://polymarket.com/zh/event/btc-updown-5m-1777227900,02:25-02:30,2026-04-26 18:25:01+00:00,2026-04-26 18:30:00+00:00,2026-04-26 18:25:00+00:00,126,78233.56,78202.03,True,0.0
btc-updown-5m-1777228200,https://polymarket.com/zh/event/btc-updown-5m-1777228200,02:30-02:35,2026-04-26 18:30:02+00:00,2026-04-26 18:34:58+00:00,2026-04-26 18:30:00+00:00,125,,78163.97,False,
btc-updown-5m-1777228500,https://polymarket.com/zh/event/btc-updown-5m-1777228500,02:35-02:40,2026-04-26 18:35:01+00:00,2026-04-26 18:39:58+00:00,2026-04-26 18:35:00+00:00,128,78157.88,78182.08,True,1.0
btc-updown-5m-1777228800,https://polymarket.com/zh/event/btc-updown-5m-1777228800,02:40-02:45,2026-04-26 18:40:01+00:00,2026-04-26 18:44:58+00:00,2026-04-26 18:40:00+00:00,128,78182.09,78230.03,True,1.0
btc-updown-5m-1777229100,https://polymarket.com/zh/event/btc-updown-5m-1777229100,02:45-02:50,2026-04-26 18:45:01+00:00,2026-04-26 18:50:00+00:00,2026-04-26 18:45:00+00:00,125,78230.02,78265.25,True,1.0
btc-updown-5m-1777229400,https://polymarket.com/zh/event/btc-updown-5m-1777229400,02:50-02:55,2026-04-26 18:50:02+00:00,2026-04-26 18:54:58+00:00,2026-04-26 18:50:00+00:00,127,,78286.71,False,
btc-updown-5m-1777229700,https://polymarket.com/zh/event/btc-updown-5m-1777229700,02:55-03:00,2026-04-26 18:55:01+00:00,2026-04-26 18:59:59+00:00,2026-04-26 18:55:00+00:00,125,78286.71,78299.9,True,1.0
btc-updown-5m-1777230000,https://polymarket.com/zh/event/btc-updown-5m-1777230000,03:00-03:05,2026-04-26 19:00:02+00:00,2026-04-26 19:04:59+00:00,2026-04-26 19:00:00+00:00,129,78325.0,78230.71,True,0.0
btc-updown-5m-1777230300,https://polymarket.com/zh/event/btc-updown-5m-1777230300,03:05-03:10,2026-04-26 19:05:02+00:00,2026-04-26 19:09:59+00:00,2026-04-26 19:05:00+00:00,126,,78313.29,False,
btc-updown-5m-1777230600,https://polymarket.com/zh/event/btc-updown-5m-1777230600,03:10-03:15,2026-04-26 19:10:02+00:00,2026-04-26 19:14:59+00:00,2026-04-26 19:10:00+00:00,127,78313.29,78415.21,True,1.0
btc-updown-5m-1777230900,https://polymarket.com/zh/event/btc-updown-5m-1777230900,03:15-03:20,2026-04-26 19:15:02+00:00,2026-04-26 19:19:59+00:00,2026-04-26 19:15:00+00:00,126,78420.11,78414.77,True,0.0
btc-updown-5m-1777231200,https://polymarket.com/zh/event/btc-updown-5m-1777231200,03:20-03:25,2026-04-26 19:20:02+00:00,2026-04-26 19:24:59+00:00,2026-04-26 19:20:00+00:00,125,78418.23,78250.0,True,0.0
btc-updown-5m-1777231500,https://polymarket.com/zh/event/btc-updown-5m-1777231500,03:25-03:30,2026-04-26 19:25:02+00:00,2026-04-26 19:29:59+00:00,2026-04-26 19:25:00+00:00,128,78248.01,78222.05,True,0.0
btc-updown-5m-1777231800,https://polymarket.com/zh/event/btc-updown-5m-1777231800,03:30-03:35,2026-04-26 19:30:02+00:00,2026-04-26 19:34:58+00:00,2026-04-26 19:30:00+00:00,128,,78172.23,False,
btc-updown-5m-1777232100,https://polymarket.com/zh/event/btc-updown-5m-1777232100,03:35-03:40,2026-04-26 19:35:01+00:00,2026-04-26 19:39:59+00:00,2026-04-26 19:35:00+00:00,128,78177.31,78122.4,True,0.0
btc-updown-5m-1777232400,https://polymarket.com/zh/event/btc-updown-5m-1777232400,03:40-03:45,2026-04-26 19:40:02+00:00,2026-04-26 19:44:58+00:00,2026-04-26 19:40:00+00:00,126,78136.86,78208.01,True,1.0
btc-updown-5m-1777232700,https://polymarket.com/zh/event/btc-updown-5m-1777232700,03:45-03:50,2026-04-26 19:45:01+00:00,2026-04-26 19:49:58+00:00,2026-04-26 19:45:00+00:00,123,78208.02,78257.09,True,1.0
btc-updown-5m-1777233000,https://polymarket.com/zh/event/btc-updown-5m-1777233000,03:50-03:55,2026-04-26 19:50:01+00:00,2026-04-26 19:54:58+00:00,2026-04-26 19:50:00+00:00,126,78257.09,78290.33,True,1.0
btc-updown-5m-1777233300,https://polymarket.com/zh/event/btc-updown-5m-1777233300,03:55-04:00,2026-04-26 19:55:01+00:00,2026-04-26 19:59:59+00:00,2026-04-26 19:55:00+00:00,129,78298.0,78258.0,True,0.0
btc-updown-5m-1777233600,https://polymarket.com/zh/event/btc-updown-5m-1777233600,04:00-04:05,2026-04-26 20:00:02+00:00,2026-04-26 20:04:59+00:00,2026-04-26 20:00:00+00:00,127,78258.01,78269.75,True,1.0
btc-updown-5m-1777233900,https://polymarket.com/zh/event/btc-updown-5m-1777233900,04:05-04:10,2026-04-26 20:05:02+00:00,2026-04-26 20:09:58+00:00,2026-04-26 20:05:00+00:00,126,,78285.01,False,
btc-updown-5m-1777234200,https://polymarket.com/zh/event/btc-updown-5m-1777234200,04:10-04:15,2026-04-26 20:10:00+00:00,2026-04-26 20:15:00+00:00,2026-04-26 20:10:00+00:00,130,78284.17,78211.62,True,0.0
btc-updown-5m-1777234500,https://polymarket.com/zh/event/btc-updown-5m-1777234500,04:15-04:20,2026-04-26 20:15:02+00:00,2026-04-26 20:20:00+00:00,2026-04-26 20:15:00+00:00,126,,78196.92,False,
btc-updown-5m-1777234800,https://polymarket.com/zh/event/btc-updown-5m-1777234800,04:20-04:25,2026-04-26 20:20:02+00:00,2026-04-26 20:24:56+00:00,2026-04-26 20:20:00+00:00,127,,78233.98,False,
btc-updown-5m-1777235100,https://polymarket.com/zh/event/btc-updown-5m-1777235100,04:25-04:30,2026-04-26 20:25:01+00:00,2026-04-26 20:29:58+00:00,2026-04-26 20:25:00+00:00,128,78233.97,78255.01,True,1.0
btc-updown-5m-1777235400,https://polymarket.com/zh/event/btc-updown-5m-1777235400,04:30-04:35,2026-04-26 20:30:01+00:00,2026-04-26 20:34:59+00:00,2026-04-26 20:30:00+00:00,129,78251.34,78378.01,True,1.0
btc-updown-5m-1777235700,https://polymarket.com/zh/event/btc-updown-5m-1777235700,04:35-04:40,2026-04-26 20:35:01+00:00,2026-04-26 20:39:59+00:00,2026-04-26 20:35:00+00:00,117,78378.02,78290.33,True,0.0
btc-updown-5m-1777236000,https://polymarket.com/zh/event/btc-updown-5m-1777236000,04:40-04:45,2026-04-26 20:40:02+00:00,2026-04-26 20:44:59+00:00,2026-04-26 20:40:00+00:00,120,,78316.23,False,
btc-updown-5m-1777236300,https://polymarket.com/zh/event/btc-updown-5m-1777236300,04:45-04:50,2026-04-26 20:45:02+00:00,2026-04-26 20:50:00+00:00,2026-04-26 20:45:00+00:00,123,78317.24,78313.27,True,0.0
btc-updown-5m-1777236600,https://polymarket.com/zh/event/btc-updown-5m-1777236600,04:50-04:55,2026-04-26 20:50:03+00:00,2026-04-26 20:54:59+00:00,2026-04-26 20:50:00+00:00,120,,78284.02,False,
btc-updown-5m-1777236900,https://polymarket.com/zh/event/btc-updown-5m-1777236900,04:55-05:00,2026-04-26 20:55:02+00:00,2026-04-26 20:59:59+00:00,2026-04-26 20:55:00+00:00,121,78280.01,78228.59,True,0.0
btc-updown-5m-1777237200,https://polymarket.com/zh/event/btc-updown-5m-1777237200,05:00-05:05,2026-04-26 21:00:01+00:00,2026-04-26 21:04:59+00:00,2026-04-26 21:00:00+00:00,120,78230.08,78300.0,True,1.0
btc-updown-5m-1777237500,https://polymarket.com/zh/event/btc-updown-5m-1777237500,05:05-05:10,2026-04-26 21:05:02+00:00,2026-04-26 21:09:59+00:00,2026-04-26 21:05:00+00:00,121,78300.0,78280.97,True,0.0
btc-updown-5m-1777237800,https://polymarket.com/zh/event/btc-updown-5m-1777237800,05:10-05:15,2026-04-26 21:10:02+00:00,2026-04-26 21:15:00+00:00,2026-04-26 21:10:00+00:00,121,78280.97,78267.91,True,0.0
btc-updown-5m-1777238100,https://polymarket.com/zh/event/btc-updown-5m-1777238100,05:15-05:20,2026-04-26 21:15:02+00:00,2026-04-26 21:19:59+00:00,2026-04-26 21:15:00+00:00,120,,78267.12,False,
btc-updown-5m-1777238400,https://polymarket.com/zh/event/btc-updown-5m-1777238400,05:20-05:25,2026-04-26 21:20:02+00:00,2026-04-26 21:25:00+00:00,2026-04-26 21:20:00+00:00,121,78275.9,78280.79,True,1.0
btc-updown-5m-1777238700,https://polymarket.com/zh/event/btc-updown-5m-1777238700,05:25-05:30,2026-04-26 21:25:03+00:00,2026-04-26 21:29:59+00:00,2026-04-26 21:25:00+00:00,120,,78218.71,False,
btc-updown-5m-1777239000,https://polymarket.com/zh/event/btc-updown-5m-1777239000,05:30-05:35,2026-04-26 21:30:01+00:00,2026-04-26 21:34:58+00:00,2026-04-26 21:30:00+00:00,120,78218.71,78034.8,True,0.0
btc-updown-5m-1777239300,https://polymarket.com/zh/event/btc-updown-5m-1777239300,05:35-05:40,2026-04-26 21:35:01+00:00,2026-04-26 21:39:58+00:00,2026-04-26 21:35:00+00:00,119,78066.0,78064.1,True,0.0
btc-updown-5m-1777239600,https://polymarket.com/zh/event/btc-updown-5m-1777239600,05:40-05:45,2026-04-26 21:40:01+00:00,2026-04-26 21:44:59+00:00,2026-04-26 21:40:00+00:00,121,78064.1,78021.68,True,0.0
btc-updown-5m-1777239900,https://polymarket.com/zh/event/btc-updown-5m-1777239900,05:45-05:50,2026-04-26 21:45:02+00:00,2026-04-26 21:49:59+00:00,2026-04-26 21:45:00+00:00,120,78021.71,77980.3,True,0.0
btc-updown-5m-1777240200,https://polymarket.com/zh/event/btc-updown-5m-1777240200,05:50-05:55,2026-04-26 21:50:02+00:00,2026-04-26 21:54:59+00:00,2026-04-26 21:50:00+00:00,120,77982.0,78385.0,True,1.0
btc-updown-5m-1777240500,https://polymarket.com/zh/event/btc-updown-5m-1777240500,05:55-06:00,2026-04-26 21:55:01+00:00,2026-04-26 21:59:59+00:00,2026-04-26 21:55:00+00:00,120,78570.44,78437.96,True,0.0
btc-updown-5m-1777240800,https://polymarket.com/zh/event/btc-updown-5m-1777240800,06:00-06:05,2026-04-26 22:00:02+00:00,2026-04-26 22:04:59+00:00,2026-04-26 22:00:00+00:00,118,78378.88,78428.07,True,1.0
btc-updown-5m-1777241100,https://polymarket.com/zh/event/btc-updown-5m-1777241100,06:05-06:10,2026-04-26 22:05:02+00:00,2026-04-26 22:10:00+00:00,2026-04-26 22:05:00+00:00,120,78444.47,78559.28,True,1.0
btc-updown-5m-1777241400,https://polymarket.com/zh/event/btc-updown-5m-1777241400,06:10-06:15,2026-04-26 22:10:03+00:00,2026-04-26 22:14:59+00:00,2026-04-26 22:10:00+00:00,120,,78588.82,False,
btc-updown-5m-1777241700,https://polymarket.com/zh/event/btc-updown-5m-1777241700,06:15-06:20,2026-04-26 22:15:02+00:00,2026-04-26 22:19:59+00:00,2026-04-26 22:15:00+00:00,122,,78763.94,False,
btc-updown-5m-1777242000,https://polymarket.com/zh/event/btc-updown-5m-1777242000,06:20-06:25,2026-04-26 22:20:02+00:00,2026-04-26 22:24:58+00:00,2026-04-26 22:20:00+00:00,120,78763.95,78697.05,True,0.0
btc-updown-5m-1777242300,https://polymarket.com/zh/event/btc-updown-5m-1777242300,06:25-06:30,2026-04-26 22:25:00+00:00,2026-04-26 22:30:00+00:00,2026-04-26 22:25:00+00:00,121,78690.19,78546.16,True,0.0
btc-updown-5m-1777242600,https://polymarket.com/zh/event/btc-updown-5m-1777242600,06:30-06:35,2026-04-26 22:30:03+00:00,2026-04-26 22:35:00+00:00,2026-04-26 22:30:00+00:00,120,,78078.0,False,
btc-updown-5m-1777242900,https://polymarket.com/zh/event/btc-updown-5m-1777242900,06:35-06:40,2026-04-26 22:35:02+00:00,2026-04-26 22:39:58+00:00,2026-04-26 22:35:00+00:00,119,,78191.15,False,
btc-updown-5m-1777243200,https://polymarket.com/zh/event/btc-updown-5m-1777243200,06:40-06:45,2026-04-26 22:40:01+00:00,2026-04-26 22:45:00+00:00,2026-04-26 22:40:00+00:00,121,78193.0,78300.72,True,1.0
btc-updown-5m-1777243500,https://polymarket.com/zh/event/btc-updown-5m-1777243500,06:45-06:50,2026-04-26 22:45:02+00:00,2026-04-26 22:49:58+00:00,2026-04-26 22:45:00+00:00,120,,78418.24,False,
btc-updown-5m-1777243800,https://polymarket.com/zh/event/btc-updown-5m-1777243800,06:50-06:55,2026-04-26 22:50:01+00:00,2026-04-26 22:54:58+00:00,2026-04-26 22:50:00+00:00,120,78418.24,78382.15,True,0.0
btc-updown-5m-1777244100,https://polymarket.com/zh/event/btc-updown-5m-1777244100,06:55-07:00,2026-04-26 22:55:00+00:00,2026-04-26 22:59:58+00:00,2026-04-26 22:55:00+00:00,122,78382.15,78335.01,True,0.0
btc-updown-5m-1777244400,https://polymarket.com/zh/event/btc-updown-5m-1777244400,07:00-07:05,2026-04-26 23:00:01+00:00,2026-04-26 23:05:00+00:00,2026-04-26 23:00:00+00:00,122,78333.24,78338.11,True,1.0
btc-updown-5m-1777244700,https://polymarket.com/zh/event/btc-updown-5m-1777244700,07:05-07:10,2026-04-26 23:05:02+00:00,2026-04-26 23:09:59+00:00,2026-04-26 23:05:00+00:00,120,,78337.99,False,
btc-updown-5m-1777245000,https://polymarket.com/zh/event/btc-updown-5m-1777245000,07:10-07:15,2026-04-26 23:10:02+00:00,2026-04-26 23:15:00+00:00,2026-04-26 23:10:00+00:00,121,78337.99,78372.32,True,1.0
btc-updown-5m-1777245300,https://polymarket.com/zh/event/btc-updown-5m-1777245300,07:15-07:20,2026-04-26 23:15:03+00:00,2026-04-26 23:19:58+00:00,2026-04-26 23:15:00+00:00,120,,78305.32,False,
btc-updown-5m-1777245600,https://polymarket.com/zh/event/btc-updown-5m-1777245600,07:20-07:25,2026-04-26 23:20:00+00:00,2026-04-26 23:25:00+00:00,2026-04-26 23:20:00+00:00,122,78306.5,78414.96,True,1.0
btc-updown-5m-1777245900,https://polymarket.com/zh/event/btc-updown-5m-1777245900,07:25-07:30,2026-04-26 23:25:02+00:00,2026-04-26 23:29:58+00:00,2026-04-26 23:25:00+00:00,120,,78182.45,False,
btc-updown-5m-1777246200,https://polymarket.com/zh/event/btc-updown-5m-1777246200,07:30-07:35,2026-04-26 23:30:00+00:00,2026-04-26 23:34:59+00:00,2026-04-26 23:30:00+00:00,121,78172.25,78356.97,True,1.0
btc-updown-5m-1777246500,https://polymarket.com/zh/event/btc-updown-5m-1777246500,07:35-07:40,2026-04-26 23:35:07+00:00,2026-04-26 23:39:58+00:00,2026-04-26 23:35:00+00:00,117,,78444.69,False,
btc-updown-5m-1777246800,https://polymarket.com/zh/event/btc-updown-5m-1777246800,07:40-07:45,2026-04-26 23:40:01+00:00,2026-04-26 23:44:58+00:00,2026-04-26 23:40:00+00:00,118,78460.88,78621.0,True,1.0
btc-updown-5m-1777247100,https://polymarket.com/zh/event/btc-updown-5m-1777247100,07:45-07:50,2026-04-26 23:45:01+00:00,2026-04-26 23:49:59+00:00,2026-04-26 23:45:00+00:00,119,78618.01,78779.04,True,1.0
btc-updown-5m-1777247400,https://polymarket.com/zh/event/btc-updown-5m-1777247400,07:50-07:55,2026-04-26 23:50:02+00:00,2026-04-26 23:54:58+00:00,2026-04-26 23:50:00+00:00,118,78779.03,78677.35,True,0.0
btc-updown-5m-1777247700,https://polymarket.com/zh/event/btc-updown-5m-1777247700,07:55-08:00,2026-04-26 23:55:01+00:00,2026-04-26 23:59:59+00:00,2026-04-26 23:55:00+00:00,119,78677.35,78665.92,True,0.0
btc-updown-5m-1777248000,https://polymarket.com/zh/event/btc-updown-5m-1777248000,08:00-08:05,2026-04-27 00:00:02+00:00,2026-04-27 00:04:59+00:00,2026-04-27 00:00:00+00:00,119,78676.0,78818.6,True,1.0
btc-updown-5m-1777248300,https://polymarket.com/zh/event/btc-updown-5m-1777248300,08:05-08:10,2026-04-27 00:05:02+00:00,2026-04-27 00:10:00+00:00,2026-04-27 00:05:00+00:00,118,78824.34,78739.68,True,0.0
btc-updown-5m-1777248600,https://polymarket.com/zh/event/btc-updown-5m-1777248600,08:10-08:15,2026-04-27 00:10:03+00:00,2026-04-27 00:14:58+00:00,2026-04-27 00:10:00+00:00,118,,78601.01,False,
btc-updown-5m-1777248900,https://polymarket.com/zh/event/btc-updown-5m-1777248900,08:15-08:20,2026-04-27 00:15:01+00:00,2026-04-27 00:19:58+00:00,2026-04-27 00:15:00+00:00,119,78595.36,78581.04,True,0.0
btc-updown-5m-1777249200,https://polymarket.com/zh/event/btc-updown-5m-1777249200,08:20-08:25,2026-04-27 00:20:01+00:00,2026-04-27 00:24:58+00:00,2026-04-27 00:20:00+00:00,120,78631.43,78563.24,True,0.0
btc-updown-5m-1777249500,https://polymarket.com/zh/event/btc-updown-5m-1777249500,08:25-08:30,2026-04-27 00:25:00+00:00,2026-04-27 00:29:58+00:00,2026-04-27 00:25:00+00:00,118,78563.63,78499.08,True,0.0
btc-updown-5m-1777249800,https://polymarket.com/zh/event/btc-updown-5m-1777249800,08:30-08:35,2026-04-27 00:30:01+00:00,2026-04-27 00:34:59+00:00,2026-04-27 00:30:00+00:00,119,78499.08,78501.76,True,1.0
btc-updown-5m-1777250100,https://polymarket.com/zh/event/btc-updown-5m-1777250100,08:35-08:40,2026-04-27 00:35:02+00:00,2026-04-27 00:39:59+00:00,2026-04-27 00:35:00+00:00,117,78493.68,78682.4,True,1.0
btc-updown-5m-1777250400,https://polymarket.com/zh/event/btc-updown-5m-1777250400,08:40-08:45,2026-04-27 00:40:02+00:00,2026-04-27 00:44:58+00:00,2026-04-27 00:40:00+00:00,119,78682.4,78833.11,True,1.0
btc-updown-5m-1777250700,https://polymarket.com/zh/event/btc-updown-5m-1777250700,08:45-08:50,2026-04-27 00:45:01+00:00,2026-04-27 00:50:00+00:00,2026-04-27 00:45:00+00:00,119,78833.1,78837.95,True,1.0
btc-updown-5m-1777251000,https://polymarket.com/zh/event/btc-updown-5m-1777251000,08:50-08:55,2026-04-27 00:50:03+00:00,2026-04-27 00:54:58+00:00,2026-04-27 00:50:00+00:00,118,,78976.0,False,
btc-updown-5m-1777251300,https://polymarket.com/zh/event/btc-updown-5m-1777251300,08:55-09:00,2026-04-27 00:55:00+00:00,2026-04-27 00:59:59+00:00,2026-04-27 00:55:00+00:00,119,78980.0,79263.97,True,1.0
btc-updown-5m-1777251600,https://polymarket.com/zh/event/btc-updown-5m-1777251600,09:00-09:05,2026-04-27 01:00:02+00:00,2026-04-27 01:04:58+00:00,2026-04-27 01:00:00+00:00,118,79346.69,79402.24,True,1.0
